L1_Code,L1_Name,L2_Code,L2_Name,L3_Code,L3_Name,ATC_Code,Name,DDD,U,Adm.R,Note
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB02,glycopyrronium bromide,3,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB02,glycopyrronium bromide,0.3,mg,P,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB02,glycopyrronium bromide,3,mg,R,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB03,oxyphenonium,25,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB04,penthienate,15,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB05,propantheline,60,mg,P,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB05,propantheline,60,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB06,otilonium bromide,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB07,methantheline,0.15,g,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB08,tridihexethyl,0.125,g,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB09,isopropamide,10,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB10,hexocyclium,0.15,g,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB11,poldine,12,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB12,mepenzolate,0.1,g,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB13,bevonium,0.2,g,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB14,pipenzolate,20,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB15,diphemanil,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB16,(2-benzhydryloxyethyl)diethyl-methylammonium iodide,0.3,g,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB17,tiemonium iodide,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB18,prifinium bromide,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB19,timepidium bromide,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB21,fenpiverinium,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,Synthetic anticholinergics & quaternary ammonium compounds,A03AB53,"oxyphenonium, combinations",,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AC,Synthetic antispasmodics & amides with tertiary amines,A03AC02,dimethylaminopropionylphenothiazine,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AC,Synthetic antispasmodics & amides with tertiary amines,A03AC04,nicofetamide,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AC,Synthetic antispasmodics & amides with tertiary amines,A03AC05,tiropramide,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD,Papaverine and derivatives,A03AD01,papaverine,0.1,g,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD,Papaverine and derivatives,A03AD01,papaverine,0.1,g,P,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD,Papaverine and derivatives,A03AD02,drotaverine,0.1,g,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD,Papaverine and derivatives,A03AD02,drotaverine,0.1,g,P,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD,Papaverine and derivatives,A03AD30,moxaverine,50,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE,Serotonin receptor antagonists,A03AE01,alosetron,1,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE,Serotonin receptor antagonists,A03AE03,cilansetron,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX01,fenpiprane,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX02,diisopromine,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX03,chlorbenzoxamine,0.15,g,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX04,pinaverium,0.15,g,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX05,fenoverine,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX06,idanpramine,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX07,proxazole,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX08,alverine,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX09,trepibutone,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX10,isometheptene,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX11,caroverine,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX12,phloroglucinol,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX13,silicones,0.5,g,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX14,valethamate,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX30,trimethyldiphenylpropylamine,50,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX30,trimethyldiphenylpropylamine,50,mg,P,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,A03AX58,"alverine, combinations",,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,BELLADONNA AND DERIVATIVES & PLAIN,A03BA,Belladonna alkaloids & tertiary amines,A03BA01,atropine,1.5,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,BELLADONNA AND DERIVATIVES & PLAIN,A03BA,Belladonna alkaloids & tertiary amines,A03BA01,atropine,1.5,mg,P,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,BELLADONNA AND DERIVATIVES & PLAIN,A03BA,Belladonna alkaloids & tertiary amines,A03BA03,hyoscyamine,1.2,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,BELLADONNA AND DERIVATIVES & PLAIN,A03BA,Belladonna alkaloids & tertiary amines,A03BA04,belladonna total alkaloids,1,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,BELLADONNA AND DERIVATIVES & PLAIN,A03BB,Belladonna alkaloids & semisynthetic & quaternary ammonium compounds,A03BB01,butylscopolamine,60,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,BELLADONNA AND DERIVATIVES & PLAIN,A03BB,Belladonna alkaloids & semisynthetic & quaternary ammonium compounds,A03BB01,butylscopolamine,60,mg,P,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,BELLADONNA AND DERIVATIVES & PLAIN,A03BB,Belladonna alkaloids & semisynthetic & quaternary ammonium compounds,A03BB01,butylscopolamine,60,mg,R,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,BELLADONNA AND DERIVATIVES & PLAIN,A03BB,Belladonna alkaloids & semisynthetic & quaternary ammonium compounds,A03BB02,methylatropine,3,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,BELLADONNA AND DERIVATIVES & PLAIN,A03BB,Belladonna alkaloids & semisynthetic & quaternary ammonium compounds,A03BB03,methylscopolamine,12,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,BELLADONNA AND DERIVATIVES & PLAIN,A03BB,Belladonna alkaloids & semisynthetic & quaternary ammonium compounds,A03BB03,methylscopolamine,12,mg,P,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,BELLADONNA AND DERIVATIVES & PLAIN,A03BB,Belladonna alkaloids & semisynthetic & quaternary ammonium compounds,A03BB04,fentonium,60,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,BELLADONNA AND DERIVATIVES & PLAIN,A03BB,Belladonna alkaloids & semisynthetic & quaternary ammonium compounds,A03BB05,cimetropium bromide,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03CA01,isopropamide and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03CA02,clidinium and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03CA03,oxyphencyclimine and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03CA04,otilonium bromide and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03CA05,glycopyrronium bromide and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03CA06,bevonium and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03CA07,ambutonium and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03CA08,diphemanil and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03CA09,pipenzolate and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03CA30,emepronium and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03CA34,propantheline and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CB,Belladonna and derivatives in combination with psycholeptics,A03CB01,methylscopolamine and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CB,Belladonna and derivatives in combination with psycholeptics,A03CB02,belladonna total alkaloids and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CB,Belladonna and derivatives in combination with psycholeptics,A03CB03,atropine and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CB,Belladonna and derivatives in combination with psycholeptics,A03CB04,methylhomatropine and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CB,Belladonna and derivatives in combination with psycholeptics,A03CB31,hyoscyamine and psycholeptics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics,A03DA01,tropenzilone and analgesics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics,A03DA02,pitofenone and analgesics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics,A03DA03,bevonium and analgesics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics,A03DA04,ciclonium and analgesics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics,A03DA05,camylofin and analgesics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics,A03DA06,trospium and analgesics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics,A03DA07,tiemonium iodide and analgesics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DB,Belladonna and derivatives in combination with analgesics,A03DB04,butylscopolamine and analgesics,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA01,metoclopramide,30,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA01,metoclopramide,30,mg,P,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA01,metoclopramide,30,mg,R,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA02,cisapride,30,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA02,cisapride,30,mg,R,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA03,domperidone,0.12,g,R,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA03,domperidone,30,mg,P,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA03,domperidone,30,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA04,bromopride,20,mg,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA04,bromopride,20,mg,P,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA05,alizapride,0.15,g,O,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA05,alizapride,0.15,g,P,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA06,clebopride,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA07,itopride,,,,
A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,A03FA08,cinitapride,,,,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA01,ondansetron,16,mg,O,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA01,ondansetron,16,mg,P,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA01,ondansetron,16,mg,R,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA02,granisetron,2,mg,O,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA02,granisetron,3,mg,P,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA02,granisetron,3.1,mg,TD,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA03,tropisetron,5,mg,P,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA03,tropisetron,5,mg,O,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA04,dolasetron,0.2,g,O,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA04,dolasetron,0.1,g,P,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA05,palonosetron,0.5,mg,O,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA05,palonosetron,0.25,mg,P,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists,A04AA55,"palonosetron, combinations",,,,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics,A04AD01,scopolamine,,,,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics,A04AD02,cerium oxalate,,,,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics,A04AD04,chlorobutanol,,,,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics,A04AD05,metopimazine,15,mg,O,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics,A04AD05,metopimazine,15,mg,P,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics,A04AD10,dronabinol,,,,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics,A04AD11,nabilone,,,,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics,A04AD12,aprepitant,165,mg,O,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics,A04AD12,aprepitant,150,mg,P,Refers to fosaprepitant
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics,A04AD13,casopitant,,,,
A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics,A04AD14,rolapitant,0.18,g,O,
